SA22023_V1_00_usual_residence_address,SA22023_V1_00_NAME_usual_residence_address,SA22023_V1_00_NAME_ASCII_usual_residence_address,SA22023_V1_00_educational_institution_address,SA22023_V1_00_NAME_educational_institution_address,SA22023_V1_00_NAME_ASCII_educational_institution_address,2018_Study_at_home,2018_Drive_a_car_truck_or_van,2018_Passenger_in_a_car_truck_or_van,2018_Bicycle,2018_Walk_or_jog,2018_School_bus,2018_Public_bus,2018_Train,2018_Ferry,2018_Other,2018_Total_stated,2023_Study_at_home,2023_Drive_a_car_truck_or_van,2023_Passenger_in_a_car_truck_or_van,2023_Bicycle,2023_Walk_or_jog,2023_School_bus,2023_Public_bus,2023_Train,2023_Ferry,2023_Other,2023_Total_stated
100100,North Cape,North Cape,100100,North Cape,North Cape,27,-999,45,-999,12,60,-999,-999,-999,-999,147,48,-999,75,-999,12,57,-999,-999,-999,-999,201
100100,North Cape,North Cape,100700,Kaitāia East,Kaitaia East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,15
100100,North Cape,North Cape,100800,Kaitāia West,Kaitaia West,-999,-999,6,-999,-999,63,-999,-999,-999,-999,72,-999,-999,9,-999,-999,60,-999,-999,-999,-999,78
100100,North Cape,North Cape,107100,Whangārei Central,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
100200,Rangaunu Harbour,Rangaunu Harbour,100100,North Cape,North Cape,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,18
100200,Rangaunu Harbour,Rangaunu Harbour,100200,Rangaunu Harbour,Rangaunu Harbour,54,-999,42,-999,-999,42,-999,-999,-999,-999,147,84,-999,42,-999,9,36,-999,-999,-999,-999,171
100200,Rangaunu Harbour,Rangaunu Harbour,100400,Karikari Peninsula,Karikari Peninsula,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12
100200,Rangaunu Harbour,Rangaunu Harbour,100700,Kaitāia East,Kaitaia East,-999,-999,15,-999,-999,18,-999,-999,-999,-999,39,-999,6,24,-999,-999,15,-999,-999,-999,-999,45
100200,Rangaunu Harbour,Rangaunu Harbour,100800,Kaitāia West,Kaitaia West,-999,6,45,-999,-999,78,-999,-999,-999,-999,132,-999,9,60,-999,-999,66,-999,-999,-999,-999,141
100200,Rangaunu Harbour,Rangaunu Harbour,100900,Rangitihi,Rangitihi,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,18,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,12
100200,Rangaunu Harbour,Rangaunu Harbour,101101,Doubtless Bay,Doubtless Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9
100400,Karikari Peninsula,Karikari Peninsula,100200,Rangaunu Harbour,Rangaunu Harbour,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9
100400,Karikari Peninsula,Karikari Peninsula,100400,Karikari Peninsula,Karikari Peninsula,12,-999,18,-999,-999,24,-999,-999,-999,-999,54,30,-999,12,-999,-999,36,-999,-999,-999,-999,78
100400,Karikari Peninsula,Karikari Peninsula,100700,Kaitāia East,Kaitaia East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
100400,Karikari Peninsula,Karikari Peninsula,100800,Kaitāia West,Kaitaia West,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,24,-999,-999,12,-999,-999,24,-999,-999,-999,-999,42
100400,Karikari Peninsula,Karikari Peninsula,101101,Doubtless Bay,Doubtless Bay,-999,-999,6,-999,-999,12,-999,-999,-999,-999,15,-999,-999,18,-999,-999,33,-999,-999,-999,-999,51
100500,Tangonge,Tangonge,100200,Rangaunu Harbour,Rangaunu Harbour,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
100500,Tangonge,Tangonge,100500,Tangonge,Tangonge,15,-999,12,-999,-999,15,-999,-999,-999,-999,45,21,-999,12,-999,-999,15,-999,-999,-999,-999,54
100500,Tangonge,Tangonge,100600,Ahipara,Ahipara,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100500,Tangonge,Tangonge,100700,Kaitāia East,Kaitaia East,-999,9,12,-999,-999,9,-999,-999,-999,-999,27,-999,9,12,-999,-999,12,-999,-999,-999,-999,36
100500,Tangonge,Tangonge,100800,Kaitāia West,Kaitaia West,-999,-999,33,-999,-999,45,-999,-999,-999,-999,84,-999,6,36,-999,-999,42,-999,-999,-999,-999,90
100500,Tangonge,Tangonge,100900,Rangitihi,Rangitihi,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12
100600,Ahipara,Ahipara,100500,Tangonge,Tangonge,-999,-999,51,6,9,-999,-999,-999,-999,-999,69,-999,-999,36,-999,6,-999,-999,-999,-999,-999,48
100600,Ahipara,Ahipara,100600,Ahipara,Ahipara,9,-999,9,-999,-999,-999,-999,-999,-999,-999,27,42,-999,-999,-999,-999,-999,-999,-999,-999,-999,42
100600,Ahipara,Ahipara,100700,Kaitāia East,Kaitaia East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
100600,Ahipara,Ahipara,100800,Kaitāia West,Kaitaia West,-999,-999,30,-999,-999,36,-999,-999,-999,-999,69,-999,-999,36,-999,-999,30,-999,-999,-999,-999,75
100600,Ahipara,Ahipara,100900,Rangitihi,Rangitihi,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
100700,Kaitāia East,Kaitaia East,100200,Rangaunu Harbour,Rangaunu Harbour,-999,-999,6,-999,-999,12,-999,-999,-999,-999,15,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,15
100700,Kaitāia East,Kaitaia East,100400,Karikari Peninsula,Karikari Peninsula,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9
100700,Kaitāia East,Kaitaia East,100500,Tangonge,Tangonge,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,18
100700,Kaitāia East,Kaitaia East,100700,Kaitāia East,Kaitaia East,27,9,30,-999,21,27,-999,-999,-999,-999,120,48,15,45,-999,12,21,-999,-999,-999,-999,144
100700,Kaitāia East,Kaitaia East,100800,Kaitāia West,Kaitaia West,-999,12,78,-999,42,6,-999,-999,-999,-999,144,-999,6,87,-999,33,-999,-999,-999,-999,-999,135
100700,Kaitāia East,Kaitaia East,100900,Rangitihi,Rangitihi,-999,-999,6,-999,-999,21,-999,-999,-999,-999,27,-999,-999,18,-999,-999,45,-999,-999,-999,-999,63
100800,Kaitāia West,Kaitaia West,100200,Rangaunu Harbour,Rangaunu Harbour,-999,-999,12,-999,-999,15,-999,-999,-999,-999,27,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,18
100800,Kaitāia West,Kaitaia West,100400,Karikari Peninsula,Karikari Peninsula,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100800,Kaitāia West,Kaitaia West,100500,Tangonge,Tangonge,-999,-999,9,-999,-999,18,-999,-999,-999,-999,30,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,18
100800,Kaitāia West,Kaitaia West,100700,Kaitāia East,Kaitaia East,-999,12,66,-999,24,33,-999,-999,-999,-999,135,-999,9,66,-999,33,15,-999,-999,-999,-999,123
100800,Kaitāia West,Kaitaia West,100800,Kaitāia West,Kaitaia West,60,9,99,-999,99,-999,-999,-999,-999,-999,276,87,18,87,-999,93,-999,-999,-999,-999,-999,288
100800,Kaitāia West,Kaitaia West,100900,Rangitihi,Rangitihi,-999,-999,9,-999,-999,24,-999,-999,-999,-999,33,-999,-999,9,-999,-999,36,-999,-999,-999,-999,51
100800,Kaitāia West,Kaitaia West,101101,Doubtless Bay,Doubtless Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
100800,Kaitāia West,Kaitaia West,107100,Whangārei Central,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100900,Rangitihi,Rangitihi,100200,Rangaunu Harbour,Rangaunu Harbour,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
100900,Rangitihi,Rangitihi,100500,Tangonge,Tangonge,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100900,Rangitihi,Rangitihi,100700,Kaitāia East,Kaitaia East,-999,-999,9,-999,-999,15,-999,-999,-999,-999,24,-999,6,9,-999,-999,9,-999,-999,-999,-999,24
100900,Rangitihi,Rangitihi,100800,Kaitāia West,Kaitaia West,-999,6,24,-999,-999,30,-999,-999,-999,-999,63,-999,9,27,-999,-999,24,-999,-999,-999,-999,60
100900,Rangitihi,Rangitihi,100900,Rangitihi,Rangitihi,27,-999,6,-999,-999,15,-999,-999,-999,-999,48,39,-999,6,-999,-999,15,-999,-999,-999,-999,57
101000,Oruru-Parapara,Oruru-Parapara,100700,Kaitāia East,Kaitaia East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101000,Oruru-Parapara,Oruru-Parapara,100800,Kaitāia West,Kaitaia West,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
101000,Oruru-Parapara,Oruru-Parapara,101000,Oruru-Parapara,Oruru-Parapara,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,24
101000,Oruru-Parapara,Oruru-Parapara,101101,Doubtless Bay,Doubtless Bay,-999,-999,15,-999,-999,33,-999,-999,-999,-999,51,-999,-999,21,-999,-999,24,-999,-999,-999,-999,48
101000,Oruru-Parapara,Oruru-Parapara,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,12
101101,Doubtless Bay,Doubtless Bay,100400,Karikari Peninsula,Karikari Peninsula,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
101101,Doubtless Bay,Doubtless Bay,100700,Kaitāia East,Kaitaia East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
101101,Doubtless Bay,Doubtless Bay,100800,Kaitāia West,Kaitaia West,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,18,-999,-999,9,-999,-999,9,-999,-999,-999,-999,21
101101,Doubtless Bay,Doubtless Bay,100900,Rangitihi,Rangitihi,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12
101101,Doubtless Bay,Doubtless Bay,101101,Doubtless Bay,Doubtless Bay,27,-999,45,-999,15,27,-999,-999,-999,-999,114,66,-999,72,-999,9,57,-999,-999,-999,-999,207
101101,Doubtless Bay,Doubtless Bay,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,-999,-999,-999,-999,-999,27,-999,-999,-999,-999,27,-999,-999,12,-999,-999,24,-999,-999,-999,-999,39
101101,Doubtless Bay,Doubtless Bay,103000,Kerikeri Central,Kerikeri Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101200,Herekino-Takahue,Herekino-Takahue,100500,Tangonge,Tangonge,-999,-999,18,-999,-999,-999,-999,-999,-999,-999,21,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,12
101200,Herekino-Takahue,Herekino-Takahue,100700,Kaitāia East,Kaitaia East,-999,-999,9,-999,-999,12,-999,-999,-999,-999,30,-999,-999,6,-999,-999,6,-999,-999,-999,-999,15
101200,Herekino-Takahue,Herekino-Takahue,100800,Kaitāia West,Kaitaia West,-999,-999,24,-999,-999,21,-999,-999,-999,-999,45,-999,-999,27,-999,-999,33,-999,-999,-999,-999,66
101200,Herekino-Takahue,Herekino-Takahue,100900,Rangitihi,Rangitihi,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,15
101200,Herekino-Takahue,Herekino-Takahue,101200,Herekino-Takahue,Herekino-Takahue,12,-999,-999,-999,-999,9,-999,-999,-999,-999,24,33,-999,-999,-999,-999,15,-999,-999,-999,-999,54
101200,Herekino-Takahue,Herekino-Takahue,101700,Kohukohu-Broadwood,Kohukohu-Broadwood,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9
101300,Peria,Peria,100400,Karikari Peninsula,Karikari Peninsula,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,15
101300,Peria,Peria,100700,Kaitāia East,Kaitaia East,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12
101300,Peria,Peria,100800,Kaitāia West,Kaitaia West,-999,-999,15,-999,-999,21,-999,-999,-999,-999,36,-999,-999,12,-999,-999,18,-999,-999,-999,-999,33
101300,Peria,Peria,100900,Rangitihi,Rangitihi,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12
101300,Peria,Peria,101101,Doubtless Bay,Doubtless Bay,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,18
101300,Peria,Peria,101300,Peria,Peria,18,-999,-999,-999,-999,15,-999,-999,-999,-999,39,36,-999,6,-999,-999,12,-999,-999,-999,-999,57
101300,Peria,Peria,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
101400,Taemaro-Oruaiti,Taemaro-Oruaiti,100700,Kaitāia East,Kaitaia East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
101400,Taemaro-Oruaiti,Taemaro-Oruaiti,100800,Kaitāia West,Kaitaia West,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
101400,Taemaro-Oruaiti,Taemaro-Oruaiti,101101,Doubtless Bay,Doubtless Bay,-999,-999,18,-999,-999,21,-999,-999,-999,-999,39,-999,-999,18,-999,-999,24,-999,-999,-999,-999,42
101400,Taemaro-Oruaiti,Taemaro-Oruaiti,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,18,-999,9,-999,-999,-999,-999,-999,-999,-999,33,36,-999,18,-999,-999,-999,-999,-999,-999,-999,54
101500,Whakapaku,Whakapaku,101101,Doubtless Bay,Doubtless Bay,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
101500,Whakapaku,Whakapaku,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,21,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12
101500,Whakapaku,Whakapaku,101500,Whakapaku,Whakapaku,15,-999,15,-999,-999,-999,-999,-999,-999,-999,27,21,-999,9,-999,-999,-999,-999,-999,-999,-999,36
101500,Whakapaku,Whakapaku,101900,Kāeo,Kaeo,-999,-999,-999,-999,-999,30,-999,-999,-999,-999,33,-999,-999,-999,-999,-999,21,-999,-999,-999,-999,27
101600,Hokianga North,Hokianga North,100500,Tangonge,Tangonge,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
101600,Hokianga North,Hokianga North,101600,Hokianga North,Hokianga North,-999,-999,6,-999,-999,30,-999,-999,-999,-999,51,21,-999,9,-999,6,33,-999,-999,-999,-999,72
101600,Hokianga North,Hokianga North,101700,Kohukohu-Broadwood,Kohukohu-Broadwood,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,24,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,21
101600,Hokianga North,Hokianga North,103501,Kaikohe,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101700,Kohukohu-Broadwood,Kohukohu-Broadwood,101700,Kohukohu-Broadwood,Kohukohu-Broadwood,18,-999,9,-999,6,24,-999,-999,-999,-999,57,15,-999,-999,-999,-999,18,-999,-999,-999,-999,42
101700,Kohukohu-Broadwood,Kohukohu-Broadwood,102300,Ōkaihau,Okaihau,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101801,Whakarara,Whakarara,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6
101801,Whakarara,Whakarara,101500,Whakapaku,Whakapaku,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101801,Whakarara,Whakarara,101801,Whakarara,Whakarara,21,-999,9,-999,12,18,-999,-999,-999,-999,60,30,-999,15,-999,6,12,-999,-999,-999,-999,66
101801,Whakarara,Whakarara,101900,Kāeo,Kaeo,-999,-999,9,-999,-999,36,-999,-999,-999,-999,42,-999,-999,6,-999,-999,39,-999,-999,-999,-999,48
101801,Whakarara,Whakarara,102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6
101801,Whakarara,Whakarara,103000,Kerikeri Central,Kerikeri Central,-999,-999,18,-999,-999,21,-999,-999,-999,-999,39,-999,6,18,-999,-999,-999,-999,-999,-999,-999,27
101900,Kāeo,Kaeo,101500,Whakapaku,Whakapaku,-999,-999,6,-999,-999,15,-999,-999,-999,-999,24,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,15
101900,Kāeo,Kaeo,101801,Whakarara,Whakarara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,12
101900,Kāeo,Kaeo,101900,Kāeo,Kaeo,27,-999,15,-999,-999,24,-999,-999,-999,-999,78,39,-999,12,-999,9,39,-999,-999,-999,-999,96
101900,Kāeo,Kaeo,102801,Riverview,Riverview,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101900,Kāeo,Kaeo,103000,Kerikeri Central,Kerikeri Central,-999,-999,12,-999,-999,24,-999,-999,-999,-999,39,-999,-999,9,-999,-999,18,-999,-999,-999,-999,30
102000,Omahuta Forest-Horeke,Omahuta Forest-Horeke,102000,Omahuta Forest-Horeke,Omahuta Forest-Horeke,18,-999,6,-999,-999,12,-999,-999,-999,-999,42,21,-999,9,-999,-999,12,-999,-999,-999,-999,48
102000,Omahuta Forest-Horeke,Omahuta Forest-Horeke,102300,Ōkaihau,Okaihau,-999,-999,12,-999,-999,57,-999,-999,-999,-999,72,-999,-999,12,-999,-999,45,-999,-999,-999,-999,60
102000,Omahuta Forest-Horeke,Omahuta Forest-Horeke,103000,Kerikeri Central,Kerikeri Central,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12
102000,Omahuta Forest-Horeke,Omahuta Forest-Horeke,103501,Kaikohe,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12
102100,Hokianga South,Hokianga South,102100,Hokianga South,Hokianga South,18,-999,12,-999,15,12,-999,-999,-999,-999,63,30,-999,30,-999,9,18,-999,-999,-999,-999,87
102100,Hokianga South,Hokianga South,102700,Waimā Forest,Waima Forest,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9
102100,Hokianga South,Hokianga South,102900,Waipoua Forest,Waipoua Forest,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,-999,-999,6,-999,-999,9,-999,-999,-999,-999,18
102100,Hokianga South,Hokianga South,103501,Kaikohe,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9
102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,27,-999,12,-999,-999,-999,-999,-999,-999,-999,39,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,48
102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,102401,Rangitane-Purerua,Rangitane-Purerua,-999,-999,9,-999,-999,9,-999,-999,-999,-999,12,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9
102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,102501,Waipapa,Waipapa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,102600,Puketotara,Puketotara,-999,-999,18,-999,-999,-999,-999,-999,-999,-999,21,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,12
102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,102801,Riverview,Riverview,-999,-999,39,-999,-999,39,-999,-999,-999,-999,75,-999,-999,51,-999,-999,36,-999,-999,-999,-999,87
102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,103000,Kerikeri Central,Kerikeri Central,-999,6,78,-999,-999,99,-999,-999,-999,-999,186,-999,9,69,-999,-999,87,-999,-999,-999,-999,174
102300,Ōkaihau,Okaihau,102300,Ōkaihau,Okaihau,18,-999,12,-999,27,48,-999,-999,-999,-999,111,27,-999,27,-999,30,24,-999,-999,-999,-999,105
102300,Ōkaihau,Okaihau,102501,Waipapa,Waipapa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
102300,Ōkaihau,Okaihau,102600,Puketotara,Puketotara,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,12
102300,Ōkaihau,Okaihau,103000,Kerikeri Central,Kerikeri Central,-999,-999,24,-999,-999,24,-999,-999,-999,-999,54,-999,-999,33,-999,-999,21,-999,-999,-999,-999,54
102300,Ōkaihau,Okaihau,103200,Ōhaeawai-Waimate North,Ohaeawai-Waimate North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,12
102300,Ōkaihau,Okaihau,103501,Kaikohe,Kaikohe,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9
102401,Rangitane-Purerua,Rangitane-Purerua,102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9
102401,Rangitane-Purerua,Rangitane-Purerua,102401,Rangitane-Purerua,Rangitane-Purerua,30,-999,12,-999,-999,12,-999,-999,-999,-999,54,30,-999,12,-999,-999,-999,-999,-999,-999,-999,45
102401,Rangitane-Purerua,Rangitane-Purerua,102600,Puketotara,Puketotara,-999,-999,18,-999,-999,-999,-999,-999,-999,-999,18,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12
102401,Rangitane-Purerua,Rangitane-Purerua,102801,Riverview,Riverview,-999,-999,39,-999,-999,27,-999,-999,-999,-999,66,-999,-999,15,-999,-999,21,-999,-999,-999,-999,39
102401,Rangitane-Purerua,Rangitane-Purerua,103000,Kerikeri Central,Kerikeri Central,-999,-999,27,-999,-999,60,-999,-999,-999,-999,93,-999,9,36,-999,-999,48,-999,-999,-999,-999,96
102501,Waipapa,Waipapa,102401,Rangitane-Purerua,Rangitane-Purerua,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
102501,Waipapa,Waipapa,102501,Waipapa,Waipapa,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,21,-999,-999,-999,-999,-999,-999,-999,-999,-999,21
102501,Waipapa,Waipapa,102600,Puketotara,Puketotara,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
102501,Waipapa,Waipapa,102801,Riverview,Riverview,-999,-999,18,-999,-999,9,-999,-999,-999,-999,27,-999,-999,33,-999,-999,9,-999,-999,-999,-999,42
102501,Waipapa,Waipapa,103000,Kerikeri Central,Kerikeri Central,-999,-999,45,-999,-999,42,-999,-999,-999,-999,87,-999,-999,39,-999,-999,21,-999,-999,-999,-999,66
102600,Puketotara,Puketotara,102300,Ōkaihau,Okaihau,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
102600,Puketotara,Puketotara,102401,Rangitane-Purerua,Rangitane-Purerua,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
102600,Puketotara,Puketotara,102600,Puketotara,Puketotara,33,-999,21,-999,-999,-999,-999,-999,-999,-999,63,51,-999,30,-999,-999,-999,-999,-999,-999,-999,87
102600,Puketotara,Puketotara,102801,Riverview,Riverview,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6
102600,Puketotara,Puketotara,103000,Kerikeri Central,Kerikeri Central,-999,9,87,-999,-999,105,-999,-999,-999,-999,204,-999,15,111,-999,-999,84,-999,-999,-999,-999,213
102600,Puketotara,Puketotara,103301,Puketona-Waitangi,Puketona-Waitangi,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9
102600,Puketotara,Puketotara,103501,Kaikohe,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
102700,Waimā Forest,Waima Forest,102100,Hokianga South,Hokianga South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9
102700,Waimā Forest,Waima Forest,102300,Ōkaihau,Okaihau,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
