SA22023_V1_00_usual_residence_address,SA22023_V1_00_NAME_usual_residence_address,SA22023_V1_00_NAME_ASCII_usual_residence_address,SA22023_V1_00_workplace_address,SA22023_V1_00_NAME_workplace_address,SA22023_V1_00_NAME_ASCII_workplace_address,2018_Work_at_home,2018_Drive_a_private_car_truck_or_van,2018_Drive_a_company_car_truck_or_van,2018_Passenger_in_a_car_truck_van_or_company_bus,2018_Public_bus,2018_Train,2018_Bicycle,2018_Walk_or_jog,2018_Ferry,2018_Other,2018_Total_stated,2023_Work_at_home,2023_Drive_a_private_car_truck_or_van,2023_Drive_a_company_car_truck_or_van,2023_Passenger_in_a_car_truck_van_or_company_bus,2023_Public_bus,2023_Train,2023_Bicycle,2023_Walk_or_jog,2023_Ferry,2023_Other,2023_Total_stated
115200,Manly West,Manly West,114901,Whangaparāoa Central,Whangaparaoa Central,-999,48,-999,-999,-999,-999,-999,-999,-999,-999,60,-999,42,-999,6,-999,-999,-999,12,-999,-999,63
115200,Manly West,Manly West,114902,Wade Heads-Arkles Bay,Wade Heads-Arkles Bay,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
115200,Manly West,Manly West,115100,Stanmore Bay East,Stanmore Bay East,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,21
115200,Manly West,Manly West,115200,Manly West,Manly West,159,9,15,-999,-999,-999,-999,-999,-999,-999,186,309,9,9,-999,-999,-999,-999,-999,-999,-999,330
115200,Manly West,Manly West,115800,Manly East,Manly East,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33,-999,15,-999,-999,-999,-999,-999,9,-999,-999,33
115200,Manly West,Manly West,116101,Kumeū Rural East,Kumeu Rural East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115200,Manly West,Manly West,116200,Gulf Harbour South,Gulf Harbour South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115200,Manly West,Manly West,117300,Albany Central,Albany Central,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30
115200,Manly West,Manly West,118600,North Harbour,North Harbour,-999,60,24,-999,-999,-999,-999,-999,-999,-999,87,-999,45,30,-999,-999,-999,-999,-999,-999,-999,78
115200,Manly West,Manly West,123500,Wairau Valley,Wairau Valley,-999,12,9,-999,-999,-999,-999,-999,-999,-999,24,-999,9,9,-999,-999,-999,-999,-999,-999,-999,18
115200,Manly West,Manly West,126601,Takapuna West,Takapuna West,-999,18,-999,-999,6,-999,-999,-999,-999,-999,27,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30
115200,Manly West,Manly West,126801,Takapuna Central,Takapuna Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
115200,Manly West,Manly West,127200,Akoranga,Akoranga,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
115200,Manly West,Manly West,131300,Wynyard-Viaduct,Wynyard-Viaduct,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115200,Manly West,Manly West,132700,Hobson Ridge North,Hobson Ridge North,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115200,Manly West,Manly West,133200,Queen Street,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115200,Manly West,Manly West,133301,Quay Street-Customs Street,Quay Street-Customs Street,-999,6,-999,-999,6,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115200,Manly West,Manly West,134100,Queen Street South West,Queen Street South West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115200,Manly West,Manly West,136001,Eden Terrace,Eden Terrace,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115200,Manly West,Manly West,136400,Parnell West,Parnell West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
115200,Manly West,Manly West,138501,Newmarket,Newmarket,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115200,Manly West,Manly West,145900,Penrose,Penrose,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,15
115200,Manly West,Manly West,147700,Mount Wellington Industrial,Mount Wellington Industrial,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115200,Manly West,Manly West,147900,Auckland Airport,Auckland Airport,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
115200,Manly West,Manly West,152300,East Tamaki,East Tamaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115200,Manly West,Manly West,157600,Wiri West,Wiri West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
198800,Kawaha,Kawaha,201501,Lynmore,Lynmore,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,112401,Helensville,Helensville,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,112600,Waikoukou Valley,Waikoukou Valley,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,113201,Waipatukahu,Waipatukahu,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,114201,Waimauku,Waimauku,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,114500,Muriwai,Muriwai,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,115001,Kumeū-Huapai North,Kumeu-Huapai North,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,115002,Kumeū-Huapai South,Kumeu-Huapai South,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,120,-999,-999,-999,-999,-999,-999,-999,-999,-999,132,174,6,-999,-999,-999,-999,-999,-999,-999,-999,180
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,116101,Kumeū Rural East,Kumeu Rural East,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,118600,North Harbour,North Harbour,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,118800,Westgate Central,Westgate Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,123500,Wairau Valley,Wairau Valley,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,125100,Henderson Lincoln East,Henderson Lincoln East,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,125701,Henderson Lincoln South,Henderson Lincoln South,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,126601,Takapuna West,Takapuna West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,127500,Henderson Central,Henderson Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,128700,Rosebank Peninsula,Rosebank Peninsula,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,131300,Wynyard-Viaduct,Wynyard-Viaduct,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,132700,Hobson Ridge North,Hobson Ridge North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,133200,Queen Street,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,133301,Quay Street-Customs Street,Quay Street-Customs Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,133500,Grey Lynn East,Grey Lynn East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,133700,Shortland Street,Shortland Street,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,138501,Newmarket,Newmarket,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,145900,Penrose,Penrose,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115400,Tindalls-Matakatia,Tindalls-Matakatia,112901,Orewa South,Orewa South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
115400,Tindalls-Matakatia,Tindalls-Matakatia,113000,Orewa Central,Orewa Central,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,27
115400,Tindalls-Matakatia,Tindalls-Matakatia,113300,Millwater South,Millwater South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
115400,Tindalls-Matakatia,Tindalls-Matakatia,113800,Silverdale Central (Auckland),Silverdale Central (Auckland),-999,51,18,-999,-999,-999,-999,-999,-999,-999,72,-999,45,6,-999,-999,-999,-999,-999,-999,-999,57
115400,Tindalls-Matakatia,Tindalls-Matakatia,113900,Red Beach West,Red Beach West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
115400,Tindalls-Matakatia,Tindalls-Matakatia,114000,Red Beach East,Red Beach East,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
199400,Koutu,Koutu,201600,Ngakuru,Ngakuru,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115400,Tindalls-Matakatia,Tindalls-Matakatia,114600,Stanmore Bay West,Stanmore Bay West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
115400,Tindalls-Matakatia,Tindalls-Matakatia,114901,Whangaparāoa Central,Whangaparaoa Central,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,36
115400,Tindalls-Matakatia,Tindalls-Matakatia,115100,Stanmore Bay East,Stanmore Bay East,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
115400,Tindalls-Matakatia,Tindalls-Matakatia,115200,Manly West,Manly West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115400,Tindalls-Matakatia,Tindalls-Matakatia,115400,Tindalls-Matakatia,Tindalls-Matakatia,165,9,6,-999,-999,-999,-999,-999,-999,-999,186,327,9,-999,-999,-999,-999,-999,-999,-999,-999,342
115400,Tindalls-Matakatia,Tindalls-Matakatia,115700,Gulf Harbour North,Gulf Harbour North,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
115400,Tindalls-Matakatia,Tindalls-Matakatia,115800,Manly East,Manly East,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,27
115400,Tindalls-Matakatia,Tindalls-Matakatia,116200,Gulf Harbour South,Gulf Harbour South,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
115400,Tindalls-Matakatia,Tindalls-Matakatia,117300,Albany Central,Albany Central,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
115400,Tindalls-Matakatia,Tindalls-Matakatia,118600,North Harbour,North Harbour,-999,39,21,-999,-999,-999,-999,-999,-999,-999,66,-999,24,15,-999,-999,-999,-999,-999,-999,-999,39
115400,Tindalls-Matakatia,Tindalls-Matakatia,123500,Wairau Valley,Wairau Valley,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
115400,Tindalls-Matakatia,Tindalls-Matakatia,126601,Takapuna West,Takapuna West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15
115400,Tindalls-Matakatia,Tindalls-Matakatia,126801,Takapuna Central,Takapuna Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115400,Tindalls-Matakatia,Tindalls-Matakatia,127200,Akoranga,Akoranga,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115400,Tindalls-Matakatia,Tindalls-Matakatia,128700,Rosebank Peninsula,Rosebank Peninsula,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115400,Tindalls-Matakatia,Tindalls-Matakatia,129501,Glendene South,Glendene South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115400,Tindalls-Matakatia,Tindalls-Matakatia,131300,Wynyard-Viaduct,Wynyard-Viaduct,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
115400,Tindalls-Matakatia,Tindalls-Matakatia,132700,Hobson Ridge North,Hobson Ridge North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115400,Tindalls-Matakatia,Tindalls-Matakatia,133200,Queen Street,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115400,Tindalls-Matakatia,Tindalls-Matakatia,133301,Quay Street-Customs Street,Quay Street-Customs Street,-999,12,-999,-999,-999,-999,-999,-999,6,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115400,Tindalls-Matakatia,Tindalls-Matakatia,133700,Shortland Street,Shortland Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115400,Tindalls-Matakatia,Tindalls-Matakatia,134100,Queen Street South West,Queen Street South West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115400,Tindalls-Matakatia,Tindalls-Matakatia,136100,Grafton,Grafton,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115400,Tindalls-Matakatia,Tindalls-Matakatia,136400,Parnell West,Parnell West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12
115400,Tindalls-Matakatia,Tindalls-Matakatia,138501,Newmarket,Newmarket,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
115400,Tindalls-Matakatia,Tindalls-Matakatia,145900,Penrose,Penrose,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
115400,Tindalls-Matakatia,Tindalls-Matakatia,147700,Mount Wellington Industrial,Mount Wellington Industrial,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115400,Tindalls-Matakatia,Tindalls-Matakatia,147900,Auckland Airport,Auckland Airport,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115501,Coatesville,Coatesville,113000,Orewa Central,Orewa Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
115501,Coatesville,Coatesville,113300,Millwater South,Millwater South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
115501,Coatesville,Coatesville,113800,Silverdale Central (Auckland),Silverdale Central (Auckland),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,6,-999,-999,-999,-999,-999,-999,-999,15
115501,Coatesville,Coatesville,115001,Kumeū-Huapai North,Kumeu-Huapai North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
115501,Coatesville,Coatesville,115002,Kumeū-Huapai South,Kumeu-Huapai South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115501,Coatesville,Coatesville,115501,Coatesville,Coatesville,252,12,9,-999,-999,-999,-999,-999,-999,-999,276,369,24,6,-999,-999,-999,-999,-999,-999,-999,399
115501,Coatesville,Coatesville,116101,Kumeū Rural East,Kumeu Rural East,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115501,Coatesville,Coatesville,116601,Pāremoremo East,Paremoremo East,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
115501,Coatesville,Coatesville,117300,Albany Central,Albany Central,-999,39,6,6,-999,-999,-999,-999,-999,-999,54,-999,54,-999,-999,-999,-999,-999,-999,-999,-999,63
115501,Coatesville,Coatesville,117400,Albany West,Albany West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
115501,Coatesville,Coatesville,118100,Albany South,Albany South,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115501,Coatesville,Coatesville,118300,Browns Bay Central,Browns Bay Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115501,Coatesville,Coatesville,118600,North Harbour,North Harbour,-999,72,27,-999,-999,-999,-999,-999,-999,-999,108,-999,60,24,-999,-999,-999,-999,-999,-999,-999,90
115501,Coatesville,Coatesville,118800,Westgate Central,Westgate Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
115501,Coatesville,Coatesville,119700,Windsor Park,Windsor Park,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115501,Coatesville,Coatesville,123500,Wairau Valley,Wairau Valley,-999,12,6,-999,-999,-999,-999,-999,-999,-999,21,-999,21,9,-999,-999,-999,-999,-999,-999,-999,30
115501,Coatesville,Coatesville,125100,Henderson Lincoln East,Henderson Lincoln East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115501,Coatesville,Coatesville,126601,Takapuna West,Takapuna West,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,27
115501,Coatesville,Coatesville,126801,Takapuna Central,Takapuna Central,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
115501,Coatesville,Coatesville,127200,Akoranga,Akoranga,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115501,Coatesville,Coatesville,127500,Henderson Central,Henderson Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115501,Coatesville,Coatesville,128700,Rosebank Peninsula,Rosebank Peninsula,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15
115501,Coatesville,Coatesville,131200,Ponsonby East,Ponsonby East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115501,Coatesville,Coatesville,131300,Wynyard-Viaduct,Wynyard-Viaduct,-999,12,-999,-999,9,-999,-999,-999,-999,-999,21,-999,9,-999,-999,9,-999,-999,-999,-999,-999,24
115501,Coatesville,Coatesville,132400,Victoria Park,Victoria Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12
115501,Coatesville,Coatesville,132700,Hobson Ridge North,Hobson Ridge North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
115501,Coatesville,Coatesville,133200,Queen Street,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
115501,Coatesville,Coatesville,133301,Quay Street-Customs Street,Quay Street-Customs Street,-999,9,-999,-999,9,-999,-999,-999,-999,-999,15,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15
115501,Coatesville,Coatesville,133500,Grey Lynn East,Grey Lynn East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115501,Coatesville,Coatesville,133700,Shortland Street,Shortland Street,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115501,Coatesville,Coatesville,136400,Parnell West,Parnell West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
115501,Coatesville,Coatesville,138501,Newmarket,Newmarket,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115501,Coatesville,Coatesville,145900,Penrose,Penrose,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
115501,Coatesville,Coatesville,147700,Mount Wellington Industrial,Mount Wellington Industrial,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115501,Coatesville,Coatesville,147900,Auckland Airport,Auckland Airport,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
115601,Dairy Flat South,Dairy Flat South,113402,Dairy Flat North,Dairy Flat North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
115601,Dairy Flat South,Dairy Flat South,113500,Dairy Flat West,Dairy Flat West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
115601,Dairy Flat South,Dairy Flat South,113800,Silverdale Central (Auckland),Silverdale Central (Auckland),-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24
115601,Dairy Flat South,Dairy Flat South,115601,Dairy Flat South,Dairy Flat South,147,-999,-999,-999,-999,-999,-999,-999,-999,-999,156,270,6,6,-999,-999,-999,-999,-999,-999,-999,285
115601,Dairy Flat South,Dairy Flat South,115901,Riverhead,Riverhead,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
115601,Dairy Flat South,Dairy Flat South,116500,Long Bay,Long Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
203200,Ōhope,Ohope,202200,Edgecumbe,Edgecumbe,-999,12,6,-999,-999,-999,-999,-999,-999,-999,18,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21
