SA22023_V1_00_usual_residence_address,SA22023_V1_00_NAME_usual_residence_address,SA22023_V1_00_NAME_ASCII_usual_residence_address,SA22023_V1_00_workplace_address,SA22023_V1_00_NAME_workplace_address,SA22023_V1_00_NAME_ASCII_workplace_address,2018_Work_at_home,2018_Drive_a_private_car_truck_or_van,2018_Drive_a_company_car_truck_or_van,2018_Passenger_in_a_car_truck_van_or_company_bus,2018_Public_bus,2018_Train,2018_Bicycle,2018_Walk_or_jog,2018_Ferry,2018_Other,2018_Total_stated,2023_Work_at_home,2023_Drive_a_private_car_truck_or_van,2023_Drive_a_company_car_truck_or_van,2023_Passenger_in_a_car_truck_van_or_company_bus,2023_Public_bus,2023_Train,2023_Bicycle,2023_Walk_or_jog,2023_Ferry,2023_Other,2023_Total_stated
100100,North Cape,North Cape,100100,North Cape,North Cape,144,117,33,9,-999,-999,-999,21,-999,6,330,198,165,39,12,-999,-999,-999,15,-999,6,438
100100,North Cape,North Cape,100200,Rangaunu Harbour,Rangaunu Harbour,-999,30,9,-999,-999,-999,-999,-999,-999,-999,42,-999,42,6,-999,-999,-999,-999,-999,-999,-999,51
100100,North Cape,North Cape,100500,Tangonge,Tangonge,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9
100100,North Cape,North Cape,100700,Kaitāia East,Kaitaia East,-999,51,15,-999,-999,-999,-999,-999,-999,-999,69,-999,66,21,-999,-999,-999,-999,-999,-999,-999,93
100100,North Cape,North Cape,100800,Kaitāia West,Kaitaia West,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,30
100200,Rangaunu Harbour,Rangaunu Harbour,100100,North Cape,North Cape,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,18,12,-999,-999,-999,-999,-999,-999,-999,30
100200,Rangaunu Harbour,Rangaunu Harbour,100200,Rangaunu Harbour,Rangaunu Harbour,213,93,21,15,-999,-999,-999,12,-999,-999,354,240,99,18,9,-999,-999,-999,12,-999,-999,381
100200,Rangaunu Harbour,Rangaunu Harbour,100400,Karikari Peninsula,Karikari Peninsula,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
100200,Rangaunu Harbour,Rangaunu Harbour,100500,Tangonge,Tangonge,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
100200,Rangaunu Harbour,Rangaunu Harbour,100700,Kaitāia East,Kaitaia East,-999,183,30,9,-999,-999,-999,-999,-999,-999,228,-999,210,51,18,-999,-999,-999,-999,-999,-999,285
100200,Rangaunu Harbour,Rangaunu Harbour,100800,Kaitāia West,Kaitaia West,-999,75,6,-999,-999,-999,-999,-999,-999,-999,87,-999,84,9,-999,-999,-999,-999,-999,-999,-999,99
100200,Rangaunu Harbour,Rangaunu Harbour,100900,Rangitihi,Rangitihi,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
100200,Rangaunu Harbour,Rangaunu Harbour,101000,Oruru-Parapara,Oruru-Parapara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100200,Rangaunu Harbour,Rangaunu Harbour,101101,Doubtless Bay,Doubtless Bay,-999,9,6,-999,-999,-999,-999,-999,-999,-999,18,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
100200,Rangaunu Harbour,Rangaunu Harbour,103000,Kerikeri Central,Kerikeri Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
100200,Rangaunu Harbour,Rangaunu Harbour,103501,Kaikohe,Kaikohe,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100200,Rangaunu Harbour,Rangaunu Harbour,104600,Kawakawa,Kawakawa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
100400,Karikari Peninsula,Karikari Peninsula,100200,Rangaunu Harbour,Rangaunu Harbour,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,18,6,-999,-999,-999,-999,-999,-999,-999,27
100400,Karikari Peninsula,Karikari Peninsula,100400,Karikari Peninsula,Karikari Peninsula,102,54,6,6,-999,-999,-999,-999,-999,-999,177,180,57,6,-999,-999,-999,-999,-999,-999,-999,255
100400,Karikari Peninsula,Karikari Peninsula,100500,Tangonge,Tangonge,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
100400,Karikari Peninsula,Karikari Peninsula,100700,Kaitāia East,Kaitaia East,-999,51,24,-999,-999,-999,-999,-999,-999,-999,81,-999,75,21,-999,-999,-999,-999,-999,-999,-999,102
100400,Karikari Peninsula,Karikari Peninsula,100800,Kaitāia West,Kaitaia West,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,42,-999,-999,-999,-999,-999,-999,-999,-999,42
100400,Karikari Peninsula,Karikari Peninsula,100900,Rangitihi,Rangitihi,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
100400,Karikari Peninsula,Karikari Peninsula,101000,Oruru-Parapara,Oruru-Parapara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
100400,Karikari Peninsula,Karikari Peninsula,101101,Doubtless Bay,Doubtless Bay,-999,21,6,-999,-999,-999,-999,-999,-999,-999,30,-999,36,-999,-999,-999,-999,-999,-999,-999,-999,45
100400,Karikari Peninsula,Karikari Peninsula,103000,Kerikeri Central,Kerikeri Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
100400,Karikari Peninsula,Karikari Peninsula,107100,Whangārei Central,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
100500,Tangonge,Tangonge,100200,Rangaunu Harbour,Rangaunu Harbour,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,15,9,-999,-999,-999,-999,-999,-999,-999,24
100500,Tangonge,Tangonge,100400,Karikari Peninsula,Karikari Peninsula,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100500,Tangonge,Tangonge,100500,Tangonge,Tangonge,123,30,9,-999,-999,-999,-999,-999,-999,-999,168,90,21,15,-999,-999,-999,-999,-999,-999,-999,135
100500,Tangonge,Tangonge,100600,Ahipara,Ahipara,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
100500,Tangonge,Tangonge,100700,Kaitāia East,Kaitaia East,-999,111,21,-999,-999,-999,-999,-999,-999,-999,135,-999,105,42,6,-999,-999,-999,-999,-999,-999,156
100500,Tangonge,Tangonge,100800,Kaitāia West,Kaitaia West,-999,57,-999,-999,-999,-999,-999,-999,-999,-999,60,-999,63,6,-999,-999,-999,-999,-999,-999,-999,72
100500,Tangonge,Tangonge,100900,Rangitihi,Rangitihi,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
100500,Tangonge,Tangonge,103501,Kaikohe,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
100600,Ahipara,Ahipara,100200,Rangaunu Harbour,Rangaunu Harbour,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15
100600,Ahipara,Ahipara,100500,Tangonge,Tangonge,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
100600,Ahipara,Ahipara,100600,Ahipara,Ahipara,63,18,-999,-999,-999,-999,-999,-999,-999,-999,90,102,21,-999,-999,-999,-999,-999,6,-999,-999,135
100600,Ahipara,Ahipara,100700,Kaitāia East,Kaitaia East,-999,99,24,6,-999,-999,-999,-999,-999,-999,129,-999,123,30,6,-999,-999,-999,-999,-999,-999,162
100600,Ahipara,Ahipara,100800,Kaitāia West,Kaitaia West,-999,57,6,-999,-999,-999,-999,-999,-999,-999,69,-999,69,6,-999,-999,-999,-999,-999,-999,-999,78
100600,Ahipara,Ahipara,100900,Rangitihi,Rangitihi,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
100600,Ahipara,Ahipara,101101,Doubtless Bay,Doubtless Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100700,Kaitāia East,Kaitaia East,100100,North Cape,North Cape,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
100700,Kaitāia East,Kaitaia East,100200,Rangaunu Harbour,Rangaunu Harbour,-999,18,9,-999,-999,-999,-999,-999,-999,-999,33,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,33
100700,Kaitāia East,Kaitaia East,100500,Tangonge,Tangonge,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24
100700,Kaitāia East,Kaitaia East,100600,Ahipara,Ahipara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
100700,Kaitāia East,Kaitaia East,100700,Kaitāia East,Kaitaia East,120,171,36,21,-999,-999,-999,36,-999,-999,393,126,225,48,27,-999,-999,-999,21,-999,-999,450
100700,Kaitāia East,Kaitaia East,100800,Kaitāia West,Kaitaia West,-999,48,-999,6,-999,-999,-999,-999,-999,-999,60,-999,93,-999,-999,-999,-999,-999,-999,-999,-999,108
100700,Kaitāia East,Kaitaia East,100900,Rangitihi,Rangitihi,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,15
100700,Kaitāia East,Kaitaia East,101101,Doubtless Bay,Doubtless Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
100700,Kaitāia East,Kaitaia East,102501,Waipapa,Waipapa,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100700,Kaitāia East,Kaitaia East,103000,Kerikeri Central,Kerikeri Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100700,Kaitāia East,Kaitaia East,103501,Kaikohe,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100700,Kaitāia East,Kaitaia East,107100,Whangārei Central,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
100700,Kaitāia East,Kaitaia East,107901,Port-Limeburners,Port-Limeburners,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
100800,Kaitāia West,Kaitaia West,100100,North Cape,North Cape,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
100800,Kaitāia West,Kaitaia West,100200,Rangaunu Harbour,Rangaunu Harbour,-999,27,-999,6,-999,-999,-999,-999,-999,-999,39,-999,27,-999,9,-999,-999,-999,-999,-999,-999,45
100800,Kaitāia West,Kaitaia West,100400,Karikari Peninsula,Karikari Peninsula,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100800,Kaitāia West,Kaitaia West,100500,Tangonge,Tangonge,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,-999,18,6,-999,-999,-999,-999,-999,-999,-999,33
100800,Kaitāia West,Kaitaia West,100600,Ahipara,Ahipara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
100800,Kaitāia West,Kaitaia West,100700,Kaitāia East,Kaitaia East,-999,267,33,21,-999,-999,-999,24,-999,-999,348,-999,276,63,30,-999,-999,-999,30,-999,-999,402
100800,Kaitāia West,Kaitaia West,100800,Kaitāia West,Kaitaia West,114,114,9,6,-999,-999,-999,27,-999,-999,273,153,117,15,12,-999,-999,-999,30,-999,-999,327
100800,Kaitāia West,Kaitaia West,100900,Rangitihi,Rangitihi,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18
100800,Kaitāia West,Kaitaia West,101000,Oruru-Parapara,Oruru-Parapara,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100800,Kaitāia West,Kaitaia West,101101,Doubtless Bay,Doubtless Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
100800,Kaitāia West,Kaitaia West,102501,Waipapa,Waipapa,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
100800,Kaitāia West,Kaitaia West,103000,Kerikeri Central,Kerikeri Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
100800,Kaitāia West,Kaitaia West,103501,Kaikohe,Kaikohe,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
100800,Kaitāia West,Kaitaia West,104600,Kawakawa,Kawakawa,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100800,Kaitāia West,Kaitaia West,107100,Whangārei Central,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
100900,Rangitihi,Rangitihi,100200,Rangaunu Harbour,Rangaunu Harbour,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
100900,Rangitihi,Rangitihi,100500,Tangonge,Tangonge,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
100900,Rangitihi,Rangitihi,100700,Kaitāia East,Kaitaia East,-999,102,27,6,-999,-999,-999,-999,-999,-999,138,-999,132,33,6,-999,-999,-999,-999,-999,-999,171
100900,Rangitihi,Rangitihi,100800,Kaitāia West,Kaitaia West,-999,36,-999,-999,-999,-999,-999,-999,-999,-999,42,-999,45,-999,-999,-999,-999,-999,-999,-999,-999,51
100900,Rangitihi,Rangitihi,100900,Rangitihi,Rangitihi,81,12,-999,-999,-999,-999,-999,-999,-999,-999,99,111,15,-999,-999,-999,-999,-999,-999,-999,-999,132
100900,Rangitihi,Rangitihi,101101,Doubtless Bay,Doubtless Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
100900,Rangitihi,Rangitihi,103000,Kerikeri Central,Kerikeri Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101000,Oruru-Parapara,Oruru-Parapara,100200,Rangaunu Harbour,Rangaunu Harbour,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
101000,Oruru-Parapara,Oruru-Parapara,100700,Kaitāia East,Kaitaia East,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,30,9,-999,-999,-999,-999,-999,-999,-999,42
101000,Oruru-Parapara,Oruru-Parapara,100800,Kaitāia West,Kaitaia West,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24
101000,Oruru-Parapara,Oruru-Parapara,101000,Oruru-Parapara,Oruru-Parapara,75,15,-999,-999,-999,-999,-999,-999,-999,-999,99,117,15,-999,-999,-999,-999,-999,-999,-999,-999,138
101000,Oruru-Parapara,Oruru-Parapara,101101,Doubtless Bay,Doubtless Bay,-999,45,9,-999,-999,-999,-999,-999,-999,-999,60,-999,45,9,-999,-999,-999,-999,-999,-999,-999,57
101000,Oruru-Parapara,Oruru-Parapara,103000,Kerikeri Central,Kerikeri Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101101,Doubtless Bay,Doubtless Bay,100200,Rangaunu Harbour,Rangaunu Harbour,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,21
101101,Doubtless Bay,Doubtless Bay,100400,Karikari Peninsula,Karikari Peninsula,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15
101101,Doubtless Bay,Doubtless Bay,100500,Tangonge,Tangonge,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101101,Doubtless Bay,Doubtless Bay,100700,Kaitāia East,Kaitaia East,-999,48,18,-999,-999,-999,-999,-999,-999,-999,72,-999,66,30,-999,-999,-999,-999,-999,-999,-999,99
101101,Doubtless Bay,Doubtless Bay,100800,Kaitāia West,Kaitaia West,-999,33,-999,-999,-999,-999,-999,-999,-999,-999,36,-999,57,-999,-999,-999,-999,-999,-999,-999,-999,60
101101,Doubtless Bay,Doubtless Bay,100900,Rangitihi,Rangitihi,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
101101,Doubtless Bay,Doubtless Bay,101000,Oruru-Parapara,Oruru-Parapara,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
101101,Doubtless Bay,Doubtless Bay,101101,Doubtless Bay,Doubtless Bay,159,147,15,18,-999,-999,-999,21,-999,-999,366,270,165,27,9,-999,-999,-999,21,-999,-999,501
101101,Doubtless Bay,Doubtless Bay,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
101101,Doubtless Bay,Doubtless Bay,101500,Whakapaku,Whakapaku,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
101101,Doubtless Bay,Doubtless Bay,101801,Whakarara,Whakarara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101101,Doubtless Bay,Doubtless Bay,101900,Kāeo,Kaeo,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
101101,Doubtless Bay,Doubtless Bay,102501,Waipapa,Waipapa,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
101101,Doubtless Bay,Doubtless Bay,103000,Kerikeri Central,Kerikeri Central,-999,15,6,-999,-999,-999,-999,-999,-999,-999,24,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
101101,Doubtless Bay,Doubtless Bay,107100,Whangārei Central,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
101200,Herekino-Takahue,Herekino-Takahue,100200,Rangaunu Harbour,Rangaunu Harbour,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
101200,Herekino-Takahue,Herekino-Takahue,100500,Tangonge,Tangonge,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
101200,Herekino-Takahue,Herekino-Takahue,100700,Kaitāia East,Kaitaia East,-999,66,21,6,-999,-999,-999,-999,-999,-999,93,-999,87,21,-999,-999,-999,-999,-999,-999,-999,111
101200,Herekino-Takahue,Herekino-Takahue,100800,Kaitāia West,Kaitaia West,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,36,-999,36,-999,-999,-999,-999,-999,-999,-999,-999,42
101200,Herekino-Takahue,Herekino-Takahue,100900,Rangitihi,Rangitihi,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
101200,Herekino-Takahue,Herekino-Takahue,101200,Herekino-Takahue,Herekino-Takahue,105,18,-999,-999,-999,-999,-999,-999,-999,-999,126,147,12,-999,-999,-999,-999,-999,-999,-999,-999,162
101200,Herekino-Takahue,Herekino-Takahue,103000,Kerikeri Central,Kerikeri Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101300,Peria,Peria,100200,Rangaunu Harbour,Rangaunu Harbour,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
101300,Peria,Peria,100500,Tangonge,Tangonge,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
101300,Peria,Peria,100700,Kaitāia East,Kaitaia East,-999,75,12,-999,-999,-999,-999,-999,-999,-999,90,-999,78,12,-999,-999,-999,-999,-999,-999,-999,93
101300,Peria,Peria,100800,Kaitāia West,Kaitaia West,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,33,-999,-999,-999,-999,-999,-999,-999,-999,42
101300,Peria,Peria,100900,Rangitihi,Rangitihi,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
101300,Peria,Peria,101000,Oruru-Parapara,Oruru-Parapara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101300,Peria,Peria,101101,Doubtless Bay,Doubtless Bay,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21
101300,Peria,Peria,101300,Peria,Peria,111,-999,-999,-999,-999,-999,-999,-999,-999,-999,120,126,9,-999,-999,-999,-999,-999,-999,-999,-999,144
101300,Peria,Peria,103000,Kerikeri Central,Kerikeri Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
101400,Taemaro-Oruaiti,Taemaro-Oruaiti,100700,Kaitāia East,Kaitaia East,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
101400,Taemaro-Oruaiti,Taemaro-Oruaiti,100800,Kaitāia West,Kaitaia West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15
101400,Taemaro-Oruaiti,Taemaro-Oruaiti,101101,Doubtless Bay,Doubtless Bay,-999,45,9,6,-999,-999,-999,-999,-999,-999,60,-999,69,15,-999,-999,-999,-999,-999,-999,-999,84
101400,Taemaro-Oruaiti,Taemaro-Oruaiti,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,87,-999,-999,-999,-999,-999,-999,-999,-999,-999,99,129,15,6,-999,-999,-999,-999,-999,-999,-999,150
101400,Taemaro-Oruaiti,Taemaro-Oruaiti,101500,Whakapaku,Whakapaku,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
101400,Taemaro-Oruaiti,Taemaro-Oruaiti,101900,Kāeo,Kaeo,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
101400,Taemaro-Oruaiti,Taemaro-Oruaiti,103000,Kerikeri Central,Kerikeri Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
101500,Whakapaku,Whakapaku,100301,Inlets Far North District,Inlets Far North District,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101500,Whakapaku,Whakapaku,100700,Kaitāia East,Kaitaia East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
101500,Whakapaku,Whakapaku,100800,Kaitāia West,Kaitaia West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101500,Whakapaku,Whakapaku,101101,Doubtless Bay,Doubtless Bay,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27
101500,Whakapaku,Whakapaku,101500,Whakapaku,Whakapaku,81,15,6,-999,-999,-999,-999,-999,-999,-999,114,96,15,6,-999,-999,-999,-999,-999,-999,-999,117
101500,Whakapaku,Whakapaku,101801,Whakarara,Whakarara,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
101500,Whakapaku,Whakapaku,101900,Kāeo,Kaeo,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18
101500,Whakapaku,Whakapaku,103000,Kerikeri Central,Kerikeri Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
101600,Hokianga North,Hokianga North,100500,Tangonge,Tangonge,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
101600,Hokianga North,Hokianga North,100700,Kaitāia East,Kaitaia East,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,15,9,-999,-999,-999,-999,-999,-999,-999,33
101600,Hokianga North,Hokianga North,100800,Kaitāia West,Kaitaia West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
101600,Hokianga North,Hokianga North,101600,Hokianga North,Hokianga North,63,24,-999,-999,-999,-999,-999,-999,-999,-999,90,81,27,-999,-999,-999,-999,-999,-999,-999,-999,123
101600,Hokianga North,Hokianga North,101700,Kohukohu-Broadwood,Kohukohu-Broadwood,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
101600,Hokianga North,Hokianga North,102100,Hokianga South,Hokianga South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
